denominator,model_name,label_view,K,K_effective,n_ranked,stable_n,precision_at_k,recall_at_k,stable_yield_at_k,uncertain_fraction_at_k,false_positive_burden_at_k,DAF_at_k,metric_status
D5_max_coverage_union,MP_source_native_public_hull_rank,alex_pbe_native,10000,10000,36802,7186,0.7186,0.5901773981603153,0.7186,0.0,0.2814,2.1719708607095924,ok
D5_max_coverage_union,MP_source_native_public_hull_rank,common_pool,100,100,31873,100,1.0,0.006065752759917505,1.0,0.0,0.0,1.9333373771685067,ok
D5_max_coverage_union,MP_source_native_public_hull_rank,common_pool,300,300,31873,296,0.9866666666666667,0.017954628169355818,0.9866666666666667,0.0,0.013333333333333308,1.9075595454729266,ok
D5_max_coverage_union,MP_source_native_public_hull_rank,common_pool,500,500,31873,488,0.976,0.029600873468397428,0.976,0.0,0.02400000000000002,1.8869372801164626,ok
D5_max_coverage_union,MP_source_native_public_hull_rank,common_pool,1000,1000,31873,987,0.987,0.05986897974038578,0.987,0.0,0.013000000000000012,1.9082039912653161,ok
D5_max_coverage_union,MP_source_native_public_hull_rank,common_pool,5000,5000,31873,4950,0.99,0.3002547616159165,0.99,0.0,0.010000000000000009,1.9140040033968215,ok
D5_max_coverage_union,MP_source_native_public_hull_rank,common_pool,10000,10000,31873,9925,0.9925,0.6020259614218124,0.9925,0.0,0.007499999999999951,1.918837346839743,ok
D5_max_coverage_union,MP_source_native_public_hull_rank,source_union,100,0,0,0,,,,,,,not_evaluable_full_source_union_incomplete
D5_max_coverage_union,MP_source_native_public_hull_rank,source_union,300,0,0,0,,,,,,,not_evaluable_full_source_union_incomplete
D5_max_coverage_union,MP_source_native_public_hull_rank,source_union,500,0,0,0,,,,,,,not_evaluable_full_source_union_incomplete
D5_max_coverage_union,MP_source_native_public_hull_rank,source_union,1000,0,0,0,,,,,,,not_evaluable_full_source_union_incomplete
D5_max_coverage_union,MP_source_native_public_hull_rank,source_union,5000,0,0,0,,,,,,,not_evaluable_full_source_union_incomplete
D5_max_coverage_union,MP_source_native_public_hull_rank,source_union,10000,0,0,0,,,,,,,not_evaluable_full_source_union_incomplete
D5_max_coverage_union,MP_source_native_public_hull_rank,consensus,100,100,24615,100,1.0,0.010540739959945188,1.0,0.0,0.0,2.594603141140508,ok
D5_max_coverage_union,MP_source_native_public_hull_rank,consensus,300,300,24615,300,1.0,0.031622219879835566,1.0,0.0,0.0,2.594603141140508,ok
D5_max_coverage_union,MP_source_native_public_hull_rank,consensus,500,500,24615,500,1.0,0.05270369979972594,1.0,0.0,0.0,2.594603141140508,ok
D5_max_coverage_union,MP_source_native_public_hull_rank,consensus,1000,1000,24615,1000,1.0,0.10540739959945188,1.0,0.0,0.0,2.594603141140508,ok
D5_max_coverage_union,MP_source_native_public_hull_rank,consensus,5000,5000,24615,5000,1.0,0.5270369979972594,1.0,0.0,0.0,2.594603141140508,ok
D5_max_coverage_union,MP_source_native_public_hull_rank,consensus,10000,10000,24615,9487,0.9487,1.0,0.9487,0.0,0.05130000000000001,2.4615,ok
D5_max_coverage_union,MP_source_native_public_hull_rank,uncertain,100,100,36802,32,0.32,0.002625748748666612,0.32,0.32,0.6799999999999999,0.9663280544842865,uncertainty_indicator_not_primary_stability_metric
D5_max_coverage_union,MP_source_native_public_hull_rank,uncertain,300,300,36802,95,0.31666666666666665,0.007795191597604004,0.31666666666666665,0.31666666666666665,0.6833333333333333,0.9562621372500751,uncertainty_indicator_not_primary_stability_metric
D5_max_coverage_union,MP_source_native_public_hull_rank,uncertain,500,500,36802,161,0.322,0.013210798391728892,0.322,0.322,0.6779999999999999,0.9723676048248133,uncertainty_indicator_not_primary_stability_metric
D5_max_coverage_union,MP_source_native_public_hull_rank,uncertain,1000,1000,36802,304,0.304,0.024944613112332814,0.304,0.304,0.696,0.9180116517600722,uncertainty_indicator_not_primary_stability_metric
D5_max_coverage_union,MP_source_native_public_hull_rank,uncertain,5000,5000,36802,1890,0.378,0.15508328546812178,0.378,0.378,0.622,1.1414750143595633,uncertainty_indicator_not_primary_stability_metric
D5_max_coverage_union,MP_source_native_public_hull_rank,uncertain,10000,10000,36802,3711,0.3711,0.30450480019693116,0.3711,0.3711,0.6289,1.120638565684746,uncertainty_indicator_not_primary_stability_metric
D5_max_coverage_union,MP_source_native_public_hull_rank,audit_view,100,100,36802,68,0.68,0.007167703172762728,0.68,0.32,0.31999999999999995,2.6378581216401393,ok
D5_max_coverage_union,MP_source_native_public_hull_rank,audit_view,300,300,36802,205,0.6833333333333333,0.021608516917887635,0.6833333333333333,0.31666666666666665,0.31666666666666665,2.6507887987070027,ok
D5_max_coverage_union,MP_source_native_public_hull_rank,audit_view,500,500,36802,339,0.678,0.03573310846421419,0.678,0.322,0.32199999999999995,2.630099715400021,ok
D5_max_coverage_union,MP_source_native_public_hull_rank,audit_view,1000,1000,36802,696,0.696,0.07336355012121851,0.696,0.304,0.30400000000000005,2.699925371561083,ok
D5_max_coverage_union,MP_source_native_public_hull_rank,audit_view,5000,5000,36802,3110,0.622,0.32781701275429537,0.622,0.378,0.378,2.4128643406767156,ok
D5_max_coverage_union,MP_source_native_public_hull_rank,audit_view,10000,10000,36802,6289,0.6289,0.6629071360809529,0.6289,0.3711,0.3711,2.4396308422051227,ok
D5_max_coverage_union,MatterGen_alex_mp20_source_native_public_hull_rank,mp_native,100,100,36802,92,0.92,0.0061194625515498206,0.92,0.0,0.07999999999999996,2.252084608221365,ok
D5_max_coverage_union,MatterGen_alex_mp20_source_native_public_hull_rank,mp_native,300,300,36802,280,0.9333333333333333,0.01862445124384728,0.9333333333333333,0.0,0.06666666666666665,2.284723515586892,ok
D5_max_coverage_union,MatterGen_alex_mp20_source_native_public_hull_rank,mp_native,500,500,36802,464,0.928,0.03086337634694692,0.928,0.0,0.07199999999999995,2.2716679526406813,ok
D5_max_coverage_union,MatterGen_alex_mp20_source_native_public_hull_rank,mp_native,1000,1000,36802,926,0.926,0.061593720899294935,0.926,0.0,0.07399999999999995,2.266772116535852,ok
D5_max_coverage_union,MatterGen_alex_mp20_source_native_public_hull_rank,mp_native,5000,5000,36802,4499,0.8998,0.2992550219502461,0.8998,0.0,0.10019999999999996,2.2026366635625916,ok
D5_max_coverage_union,MatterGen_alex_mp20_source_native_public_hull_rank,mp_native,10000,10000,36802,9094,0.9094,0.6048955700412398,0.9094,0.0,0.09060000000000001,2.226136676865771,ok
D5_max_coverage_union,MatterGen_alex_mp20_source_native_public_hull_rank,alexmp20_native,100,100,36802,100,1.0,0.007518796992481203,1.0,0.0,0.0,2.7670676691729326,ok
D5_max_coverage_union,MatterGen_alex_mp20_source_native_public_hull_rank,alexmp20_native,300,300,36802,300,1.0,0.022556390977443608,1.0,0.0,0.0,2.7670676691729326,ok
D5_max_coverage_union,MatterGen_alex_mp20_source_native_public_hull_rank,alexmp20_native,500,500,36802,500,1.0,0.03759398496240601,1.0,0.0,0.0,2.7670676691729326,ok
D5_max_coverage_union,MatterGen_alex_mp20_source_native_public_hull_rank,alexmp20_native,1000,1000,36802,1000,1.0,0.07518796992481203,1.0,0.0,0.0,2.7670676691729326,ok
D5_max_coverage_union,MatterGen_alex_mp20_source_native_public_hull_rank,alexmp20_native,5000,5000,36802,5000,1.0,0.37593984962406013,1.0,0.0,0.0,2.7670676691729326,ok
D5_max_coverage_union,MatterGen_alex_mp20_source_native_public_hull_rank,alexmp20_native,10000,10000,36802,10000,1.0,0.7518796992481203,1.0,0.0,0.0,2.7670676691729326,ok
D5_max_coverage_union,MatterGen_alex_mp20_source_native_public_hull_rank,alex_pbe_native,100,100,36802,82,0.82,0.006734559789750329,0.82,0.0,0.18000000000000005,2.4784526938239155,ok
D5_max_coverage_union,MatterGen_alex_mp20_source_native_public_hull_rank,alex_pbe_native,300,300,36802,257,0.8566666666666667,0.021107095926412616,0.8566666666666667,0.0,0.1433333333333333,2.589277814279457,ok
D5_max_coverage_union,MatterGen_alex_mp20_source_native_public_hull_rank,alex_pbe_native,500,500,36802,426,0.852,0.03498685939553219,0.852,0.0,0.14800000000000002,2.5751727989487514,ok
D5_max_coverage_union,MatterGen_alex_mp20_source_native_public_hull_rank,alex_pbe_native,1000,1000,36802,855,0.855,0.07022010512483574,0.855,0.0,0.14500000000000002,2.5842403088042047,ok
D5_max_coverage_union,MatterGen_alex_mp20_source_native_public_hull_rank,alex_pbe_native,5000,5000,36802,4000,0.8,0.328515111695138,0.8,0.0,0.19999999999999996,2.4180026281208935,ok
D5_max_coverage_union,MatterGen_alex_mp20_source_native_public_hull_rank,alex_pbe_native,10000,10000,36802,8154,0.8154,0.6696780551905388,0.8154,0.0,0.1846,2.464549178712221,ok
D5_max_coverage_union,MatterGen_alex_mp20_source_native_public_hull_rank,common_pool,100,100,31873,98,0.98,0.005944437704719156,0.98,0.0,0.020000000000000018,1.8946706296251365,ok
D5_max_coverage_union,MatterGen_alex_mp20_source_native_public_hull_rank,common_pool,300,300,31873,294,0.98,0.017833313114157468,0.98,0.0,0.020000000000000018,1.8946706296251365,ok
D5_max_coverage_union,MatterGen_alex_mp20_source_native_public_hull_rank,common_pool,500,500,31873,492,0.984,0.029843503578794128,0.984,0.0,0.016000000000000014,1.9024039791338105,ok
D5_max_coverage_union,MatterGen_alex_mp20_source_native_public_hull_rank,common_pool,1000,1000,31873,986,0.986,0.059808322212786605,0.986,0.0,0.014000000000000012,1.9062706538881475,ok
D5_max_coverage_union,MatterGen_alex_mp20_source_native_public_hull_rank,common_pool,5000,5000,31873,4888,0.9776,0.2964939949047677,0.9776,0.0,0.022399999999999975,1.8900306199199322,ok
D5_max_coverage_union,MatterGen_alex_mp20_source_native_public_hull_rank,common_pool,10000,10000,31873,9838,0.9838,0.5967487565206843,0.9838,0.0,0.016199999999999992,1.902017311658377,ok
D5_max_coverage_union,MatterGen_alex_mp20_source_native_public_hull_rank,source_union,100,0,0,0,,,,,,,not_evaluable_full_source_union_incomplete
D5_max_coverage_union,MatterGen_alex_mp20_source_native_public_hull_rank,source_union,300,0,0,0,,,,,,,not_evaluable_full_source_union_incomplete
D5_max_coverage_union,MatterGen_alex_mp20_source_native_public_hull_rank,source_union,500,0,0,0,,,,,,,not_evaluable_full_source_union_incomplete
D5_max_coverage_union,MatterGen_alex_mp20_source_native_public_hull_rank,source_union,1000,0,0,0,,,,,,,not_evaluable_full_source_union_incomplete
D5_max_coverage_union,MatterGen_alex_mp20_source_native_public_hull_rank,source_union,5000,0,0,0,,,,,,,not_evaluable_full_source_union_incomplete
D5_max_coverage_union,MatterGen_alex_mp20_source_native_public_hull_rank,source_union,10000,0,0,0,,,,,,,not_evaluable_full_source_union_incomplete
D5_max_coverage_union,MatterGen_alex_mp20_source_native_public_hull_rank,consensus,100,100,24615,100,1.0,0.010540739959945188,1.0,0.0,0.0,2.594603141140508,ok
D5_max_coverage_union,MatterGen_alex_mp20_source_native_public_hull_rank,consensus,300,300,24615,300,1.0,0.031622219879835566,1.0,0.0,0.0,2.594603141140508,ok
D5_max_coverage_union,MatterGen_alex_mp20_source_native_public_hull_rank,consensus,500,500,24615,500,1.0,0.05270369979972594,1.0,0.0,0.0,2.594603141140508,ok
D5_max_coverage_union,MatterGen_alex_mp20_source_native_public_hull_rank,consensus,1000,1000,24615,1000,1.0,0.10540739959945188,1.0,0.0,0.0,2.594603141140508,ok
D5_max_coverage_union,MatterGen_alex_mp20_source_native_public_hull_rank,consensus,5000,5000,24615,5000,1.0,0.5270369979972594,1.0,0.0,0.0,2.594603141140508,ok
D5_max_coverage_union,MatterGen_alex_mp20_source_native_public_hull_rank,consensus,10000,10000,24615,9487,0.9487,1.0,0.9487,0.0,0.05130000000000001,2.4615,ok
D5_max_coverage_union,MatterGen_alex_mp20_source_native_public_hull_rank,uncertain,100,100,36802,26,0.26,0.0021334208582916223,0.26,0.26,0.74,0.7851415442684828,uncertainty_indicator_not_primary_stability_metric
D5_max_coverage_union,MatterGen_alex_mp20_source_native_public_hull_rank,uncertain,300,300,36802,80,0.26666666666666666,0.00656437187166653,0.26666666666666666,0.26666666666666666,0.7333333333333334,0.8052733787369054,uncertainty_indicator_not_primary_stability_metric
D5_max_coverage_union,MatterGen_alex_mp20_source_native_public_hull_rank,uncertain,500,500,36802,133,0.266,0.010913268236645606,0.266,0.266,0.734,0.8032601952900632,uncertainty_indicator_not_primary_stability_metric
D5_max_coverage_union,MatterGen_alex_mp20_source_native_public_hull_rank,uncertain,1000,1000,36802,254,0.254,0.020841880692541233,0.254,0.254,0.746,0.7670228932469024,uncertainty_indicator_not_primary_stability_metric
D5_max_coverage_union,MatterGen_alex_mp20_source_native_public_hull_rank,uncertain,5000,5000,36802,1616,0.3232,0.1326003118076639,0.3232,0.3232,0.6768000000000001,0.9759913350291293,uncertainty_indicator_not_primary_stability_metric
D5_max_coverage_union,MatterGen_alex_mp20_source_native_public_hull_rank,uncertain,10000,10000,36802,2834,0.2834,0.23254287355378683,0.2834,0.2834,0.7166,0.8558042832526461,uncertainty_indicator_not_primary_stability_metric
D5_max_coverage_union,MatterGen_alex_mp20_source_native_public_hull_rank,audit_view,100,100,36802,74,0.74,0.007800147570359439,0.74,0.26,0.26,2.8706103088436805,ok
D5_max_coverage_union,MatterGen_alex_mp20_source_native_public_hull_rank,audit_view,300,300,36802,220,0.7333333333333333,0.023189627911879413,0.7333333333333333,0.26666666666666666,0.2666666666666667,2.844748954709954,ok
D5_max_coverage_union,MatterGen_alex_mp20_source_native_public_hull_rank,audit_view,500,500,36802,367,0.734,0.03868451565299884,0.734,0.266,0.266,2.8473350901233263,ok
D5_max_coverage_union,MatterGen_alex_mp20_source_native_public_hull_rank,audit_view,1000,1000,36802,746,0.746,0.07863392010119111,0.746,0.254,0.254,2.8938855275640347,ok
D5_max_coverage_union,MatterGen_alex_mp20_source_native_public_hull_rank,audit_view,5000,5000,36802,3384,0.6768,0.3566986402445452,0.6768,0.3232,0.32320000000000004,2.62544467165595,ok
D5_max_coverage_union,MatterGen_alex_mp20_source_native_public_hull_rank,audit_view,10000,10000,36802,7166,0.7166,0.7553494255296722,0.7166,0.2834,0.2834,2.7798369558342997,ok
D5_max_coverage_union,consensus_oracle_proxy,mp_native,100,100,36802,100,1.0,0.006651589729945457,1.0,0.0,0.0,2.447918052414527,ok
D5_max_coverage_union,consensus_oracle_proxy,mp_native,300,300,36802,300,1.0,0.01995476918983637,1.0,0.0,0.0,2.447918052414527,ok
D5_max_coverage_union,consensus_oracle_proxy,mp_native,500,500,36802,500,1.0,0.03325794864972728,1.0,0.0,0.0,2.447918052414527,ok
D5_max_coverage_union,consensus_oracle_proxy,mp_native,1000,1000,36802,1000,1.0,0.06651589729945456,1.0,0.0,0.0,2.447918052414527,ok
D5_max_coverage_union,consensus_oracle_proxy,mp_native,5000,5000,36802,5000,1.0,0.33257948649727287,1.0,0.0,0.0,2.447918052414527,ok
D5_max_coverage_union,consensus_oracle_proxy,mp_native,10000,10000,36802,9487,0.9487,0.6310363176799255,0.9487,0.0,0.05130000000000001,2.322339856325662,ok
D5_max_coverage_union,consensus_oracle_proxy,alexmp20_native,100,100,36802,100,1.0,0.007518796992481203,1.0,0.0,0.0,2.7670676691729326,ok
D5_max_coverage_union,consensus_oracle_proxy,alexmp20_native,300,300,36802,300,1.0,0.022556390977443608,1.0,0.0,0.0,2.7670676691729326,ok
D5_max_coverage_union,consensus_oracle_proxy,alexmp20_native,500,500,36802,500,1.0,0.03759398496240601,1.0,0.0,0.0,2.7670676691729326,ok
D5_max_coverage_union,consensus_oracle_proxy,alexmp20_native,1000,1000,36802,1000,1.0,0.07518796992481203,1.0,0.0,0.0,2.7670676691729326,ok
D5_max_coverage_union,consensus_oracle_proxy,alexmp20_native,5000,5000,36802,5000,1.0,0.37593984962406013,1.0,0.0,0.0,2.7670676691729326,ok
D5_max_coverage_union,consensus_oracle_proxy,alexmp20_native,10000,10000,36802,9487,0.9487,0.7133082706766918,0.9487,0.0,0.05130000000000001,2.625117097744361,ok
D5_max_coverage_union,consensus_oracle_proxy,alex_pbe_native,100,100,36802,100,1.0,0.00821287779237845,1.0,0.0,0.0,3.022503285151117,ok
D5_max_coverage_union,consensus_oracle_proxy,alex_pbe_native,300,300,36802,300,1.0,0.024638633377135347,1.0,0.0,0.0,3.022503285151117,ok
D5_max_coverage_union,consensus_oracle_proxy,alex_pbe_native,500,500,36802,500,1.0,0.04106438896189225,1.0,0.0,0.0,3.022503285151117,ok
D5_max_coverage_union,consensus_oracle_proxy,alex_pbe_native,1000,1000,36802,1000,1.0,0.0821287779237845,1.0,0.0,0.0,3.022503285151117,ok
D5_max_coverage_union,consensus_oracle_proxy,alex_pbe_native,5000,5000,36802,5000,1.0,0.41064388961892245,1.0,0.0,0.0,3.022503285151117,ok
D5_max_coverage_union,consensus_oracle_proxy,alex_pbe_native,10000,10000,36802,9487,0.9487,0.7791557161629435,0.9487,0.0,0.05130000000000001,2.8674488666228646,ok
D5_max_coverage_union,consensus_oracle_proxy,common_pool,100,100,31873,100,1.0,0.006065752759917505,1.0,0.0,0.0,1.9333373771685067,ok
D5_max_coverage_union,consensus_oracle_proxy,common_pool,300,300,31873,300,1.0,0.018197258279752517,1.0,0.0,0.0,1.9333373771685067,ok
D5_max_coverage_union,consensus_oracle_proxy,common_pool,500,500,31873,500,1.0,0.03032876379958753,1.0,0.0,0.0,1.9333373771685067,ok
D5_max_coverage_union,consensus_oracle_proxy,common_pool,1000,1000,31873,1000,1.0,0.06065752759917506,1.0,0.0,0.0,1.9333373771685067,ok
D5_max_coverage_union,consensus_oracle_proxy,common_pool,5000,5000,31873,5000,1.0,0.30328763799587527,1.0,0.0,0.0,1.9333373771685067,ok
D5_max_coverage_union,consensus_oracle_proxy,common_pool,10000,10000,31873,9487,0.9487,0.5754579643333738,0.9487,0.0,0.05130000000000001,1.8341571697197623,ok
D5_max_coverage_union,consensus_oracle_proxy,source_union,100,0,0,0,,,,,,,not_evaluable_full_source_union_incomplete
D5_max_coverage_union,consensus_oracle_proxy,source_union,300,0,0,0,,,,,,,not_evaluable_full_source_union_incomplete
D5_max_coverage_union,consensus_oracle_proxy,source_union,500,0,0,0,,,,,,,not_evaluable_full_source_union_incomplete
D5_max_coverage_union,consensus_oracle_proxy,source_union,1000,0,0,0,,,,,,,not_evaluable_full_source_union_incomplete
D5_max_coverage_union,consensus_oracle_proxy,source_union,5000,0,0,0,,,,,,,not_evaluable_full_source_union_incomplete
D5_max_coverage_union,consensus_oracle_proxy,source_union,10000,0,0,0,,,,,,,not_evaluable_full_source_union_incomplete
D5_max_coverage_union,consensus_oracle_proxy,consensus,100,100,24615,100,1.0,0.010540739959945188,1.0,0.0,0.0,2.594603141140508,ok
D5_max_coverage_union,consensus_oracle_proxy,consensus,300,300,24615,300,1.0,0.031622219879835566,1.0,0.0,0.0,2.594603141140508,ok
D5_max_coverage_union,consensus_oracle_proxy,consensus,500,500,24615,500,1.0,0.05270369979972594,1.0,0.0,0.0,2.594603141140508,ok
D5_max_coverage_union,consensus_oracle_proxy,consensus,1000,1000,24615,1000,1.0,0.10540739959945188,1.0,0.0,0.0,2.594603141140508,ok
D5_max_coverage_union,consensus_oracle_proxy,consensus,5000,5000,24615,5000,1.0,0.5270369979972594,1.0,0.0,0.0,2.594603141140508,ok
D5_max_coverage_union,consensus_oracle_proxy,consensus,10000,10000,24615,9487,0.9487,1.0,0.9487,0.0,0.05130000000000001,2.4615,ok
D5_max_coverage_union,consensus_oracle_proxy,uncertain,100,100,36802,0,0.0,0.0,0.0,0.0,1.0,0.0,uncertainty_indicator_not_primary_stability_metric
D5_max_coverage_union,consensus_oracle_proxy,uncertain,300,300,36802,0,0.0,0.0,0.0,0.0,1.0,0.0,uncertainty_indicator_not_primary_stability_metric
D5_max_coverage_union,consensus_oracle_proxy,uncertain,500,500,36802,0,0.0,0.0,0.0,0.0,1.0,0.0,uncertainty_indicator_not_primary_stability_metric
D5_max_coverage_union,consensus_oracle_proxy,uncertain,1000,1000,36802,0,0.0,0.0,0.0,0.0,1.0,0.0,uncertainty_indicator_not_primary_stability_metric
D5_max_coverage_union,consensus_oracle_proxy,uncertain,5000,5000,36802,0,0.0,0.0,0.0,0.0,1.0,0.0,uncertainty_indicator_not_primary_stability_metric
D5_max_coverage_union,consensus_oracle_proxy,uncertain,10000,10000,36802,0,0.0,0.0,0.0,0.0,1.0,0.0,uncertainty_indicator_not_primary_stability_metric
D5_max_coverage_union,consensus_oracle_proxy,audit_view,100,100,36802,100,1.0,0.010540739959945188,1.0,0.0,0.0,3.879203120059028,ok
D5_max_coverage_union,consensus_oracle_proxy,audit_view,300,300,36802,300,1.0,0.031622219879835566,1.0,0.0,0.0,3.879203120059028,ok
D5_max_coverage_union,consensus_oracle_proxy,audit_view,500,500,36802,500,1.0,0.05270369979972594,1.0,0.0,0.0,3.879203120059028,ok
D5_max_coverage_union,consensus_oracle_proxy,audit_view,1000,1000,36802,1000,1.0,0.10540739959945188,1.0,0.0,0.0,3.879203120059028,ok
D5_max_coverage_union,consensus_oracle_proxy,audit_view,5000,5000,36802,5000,1.0,0.5270369979972594,1.0,0.0,0.0,3.879203120059028,ok
D5_max_coverage_union,consensus_oracle_proxy,audit_view,10000,10000,36802,9487,0.9487,1.0,0.9487,0.0,0.05130000000000001,3.6801999999999997,ok
D5_max_coverage_union,official_Alexandria_PBE_common_pool_public_hull_rank,mp_native,100,100,36802,35,0.35,0.00232805640548091,0.35,0.0,0.65,0.8567713183450844,ok
D5_max_coverage_union,official_Alexandria_PBE_common_pool_public_hull_rank,mp_native,300,300,36802,148,0.49333333333333335,0.009844352800319277,0.49333333333333335,0.0,0.5066666666666666,1.2076395725245,ok
D5_max_coverage_union,official_Alexandria_PBE_common_pool_public_hull_rank,mp_native,500,500,36802,289,0.578,0.01922309431954237,0.578,0.0,0.42200000000000004,1.4148966342955964,ok
D5_max_coverage_union,official_Alexandria_PBE_common_pool_public_hull_rank,mp_native,1000,1000,36802,638,0.638,0.04243714247705201,0.638,0.0,0.362,1.5617717174404682,ok
D5_max_coverage_union,official_Alexandria_PBE_common_pool_public_hull_rank,mp_native,5000,5000,36802,3692,0.7384,0.24557669282958627,0.7384,0.0,0.26160000000000005,1.8075426899028866,ok
D5_max_coverage_union,official_Alexandria_PBE_common_pool_public_hull_rank,mp_native,10000,10000,36802,6775,0.6775,0.4506452042038047,0.6775,0.0,0.3225,1.658464480510842,ok
D5_max_coverage_union,official_Alexandria_PBE_common_pool_public_hull_rank,alexmp20_native,100,100,36802,33,0.33,0.002481203007518797,0.33,0.0,0.6699999999999999,0.9131323308270678,ok
D5_max_coverage_union,official_Alexandria_PBE_common_pool_public_hull_rank,alexmp20_native,300,300,36802,137,0.45666666666666667,0.010300751879699248,0.45666666666666667,0.0,0.5433333333333333,1.2636275689223058,ok
D5_max_coverage_union,official_Alexandria_PBE_common_pool_public_hull_rank,alexmp20_native,500,500,36802,247,0.494,0.018571428571428572,0.494,0.0,0.506,1.3669314285714287,ok
D5_max_coverage_union,official_Alexandria_PBE_common_pool_public_hull_rank,alexmp20_native,1000,1000,36802,553,0.553,0.041578947368421056,0.553,0.0,0.44699999999999995,1.5301884210526318,ok
D5_max_coverage_union,official_Alexandria_PBE_common_pool_public_hull_rank,alexmp20_native,5000,5000,36802,3357,0.6714,0.25240601503759397,0.6714,0.0,0.3286,1.857809233082707,ok
D5_max_coverage_union,official_Alexandria_PBE_common_pool_public_hull_rank,alexmp20_native,10000,10000,36802,6055,0.6055,0.45526315789473687,0.6055,0.0,0.39449999999999996,1.6754594736842108,ok
D5_max_coverage_union,official_Alexandria_PBE_common_pool_public_hull_rank,alex_pbe_native,100,100,36802,31,0.31,0.002545992115637319,0.31,0.0,0.69,0.9369760183968462,ok
D5_max_coverage_union,official_Alexandria_PBE_common_pool_public_hull_rank,alex_pbe_native,300,300,36802,142,0.47333333333333333,0.011662286465177397,0.47333333333333333,0.0,0.5266666666666666,1.4306515549715286,ok
D5_max_coverage_union,official_Alexandria_PBE_common_pool_public_hull_rank,alex_pbe_native,500,500,36802,252,0.504,0.020696452036793694,0.504,0.0,0.496,1.523341655716163,ok
D5_max_coverage_union,official_Alexandria_PBE_common_pool_public_hull_rank,alex_pbe_native,1000,1000,36802,547,0.547,0.04492444152431012,0.547,0.0,0.45299999999999996,1.653309296977661,ok
D5_max_coverage_union,official_Alexandria_PBE_common_pool_public_hull_rank,alex_pbe_native,5000,5000,36802,3224,0.6448,0.2647831800262812,0.6448,0.0,0.35519999999999996,1.9489101182654402,ok
D5_max_coverage_union,official_Alexandria_PBE_common_pool_public_hull_rank,alex_pbe_native,10000,10000,36802,5702,0.5702,0.4682982917214192,0.5702,0.0,0.42979999999999996,1.723431373193167,ok
D5_max_coverage_union,official_Alexandria_PBE_common_pool_public_hull_rank,common_pool,100,100,31873,100,1.0,0.006065752759917505,1.0,0.0,0.0,1.9333373771685067,ok
D5_max_coverage_union,official_Alexandria_PBE_common_pool_public_hull_rank,common_pool,300,300,31873,300,1.0,0.018197258279752517,1.0,0.0,0.0,1.9333373771685067,ok
D5_max_coverage_union,official_Alexandria_PBE_common_pool_public_hull_rank,common_pool,500,500,31873,500,1.0,0.03032876379958753,1.0,0.0,0.0,1.9333373771685067,ok
D5_max_coverage_union,official_Alexandria_PBE_common_pool_public_hull_rank,common_pool,1000,1000,31873,1000,1.0,0.06065752759917506,1.0,0.0,0.0,1.9333373771685067,ok
D5_max_coverage_union,official_Alexandria_PBE_common_pool_public_hull_rank,common_pool,5000,5000,31873,5000,1.0,0.30328763799587527,1.0,0.0,0.0,1.9333373771685067,ok
D5_max_coverage_union,official_Alexandria_PBE_common_pool_public_hull_rank,common_pool,10000,10000,31873,10000,1.0,0.6065752759917505,1.0,0.0,0.0,1.9333373771685067,ok
D5_max_coverage_union,official_Alexandria_PBE_common_pool_public_hull_rank,source_union,100,0,0,0,,,,,,,not_evaluable_full_source_union_incomplete
D5_max_coverage_union,official_Alexandria_PBE_common_pool_public_hull_rank,source_union,300,0,0,0,,,,,,,not_evaluable_full_source_union_incomplete
D5_max_coverage_union,official_Alexandria_PBE_common_pool_public_hull_rank,source_union,500,0,0,0,,,,,,,not_evaluable_full_source_union_incomplete
D5_max_coverage_union,official_Alexandria_PBE_common_pool_public_hull_rank,source_union,1000,0,0,0,,,,,,,not_evaluable_full_source_union_incomplete
D5_max_coverage_union,official_Alexandria_PBE_common_pool_public_hull_rank,source_union,5000,0,0,0,,,,,,,not_evaluable_full_source_union_incomplete
D5_max_coverage_union,official_Alexandria_PBE_common_pool_public_hull_rank,source_union,10000,0,0,0,,,,,,,not_evaluable_full_source_union_incomplete
D5_max_coverage_union,official_Alexandria_PBE_common_pool_public_hull_rank,consensus,100,100,24615,100,1.0,0.010540739959945188,1.0,0.0,0.0,2.594603141140508,ok
D5_max_coverage_union,official_Alexandria_PBE_common_pool_public_hull_rank,consensus,300,300,24615,300,1.0,0.031622219879835566,1.0,0.0,0.0,2.594603141140508,ok
D5_max_coverage_union,official_Alexandria_PBE_common_pool_public_hull_rank,consensus,500,500,24615,500,1.0,0.05270369979972594,1.0,0.0,0.0,2.594603141140508,ok
D5_max_coverage_union,official_Alexandria_PBE_common_pool_public_hull_rank,consensus,1000,1000,24615,1000,1.0,0.10540739959945188,1.0,0.0,0.0,2.594603141140508,ok
D5_max_coverage_union,official_Alexandria_PBE_common_pool_public_hull_rank,consensus,5000,5000,24615,5000,1.0,0.5270369979972594,1.0,0.0,0.0,2.594603141140508,ok
D5_max_coverage_union,official_Alexandria_PBE_common_pool_public_hull_rank,consensus,10000,10000,24615,9487,0.9487,1.0,0.9487,0.0,0.05130000000000001,2.4615,ok
