cluster,threshold_meV_per_atom,endpoint,K,model,first_second_margin_hits_ci_low_95,first_second_margin_hits_median,first_second_margin_hits_ci_high_95,bootstrap_replicates
equivalence_class_id,50,alex_pbe_source_coordinate,100,ALIGNN-FF,0.0,1.0,4.024999999999977,1000
equivalence_class_id,50,alex_pbe_source_coordinate,100,CHGNet,0.0,1.0,4.024999999999977,1000
equivalence_class_id,50,alex_pbe_source_coordinate,100,M3GNet,0.0,1.0,4.024999999999977,1000
equivalence_class_id,50,alex_pbe_source_coordinate,100,MACE-MP,0.0,1.0,4.024999999999977,1000
equivalence_class_id,50,alex_pbe_source_coordinate,300,ALIGNN-FF,1.0,3.0,7.024999999999977,1000
equivalence_class_id,50,alex_pbe_source_coordinate,300,CHGNet,1.0,3.0,7.024999999999977,1000
equivalence_class_id,50,alex_pbe_source_coordinate,300,M3GNet,1.0,3.0,7.024999999999977,1000
equivalence_class_id,50,alex_pbe_source_coordinate,300,MACE-MP,1.0,3.0,7.024999999999977,1000
equivalence_class_id,50,alex_pbe_source_coordinate,500,ALIGNN-FF,1.0,3.0,9.0,1000
equivalence_class_id,50,alex_pbe_source_coordinate,500,CHGNet,1.0,3.0,9.0,1000
equivalence_class_id,50,alex_pbe_source_coordinate,500,M3GNet,1.0,3.0,9.0,1000
equivalence_class_id,50,alex_pbe_source_coordinate,500,MACE-MP,1.0,3.0,9.0,1000
equivalence_class_id,50,alex_pbe_source_coordinate,1000,ALIGNN-FF,1.0,4.0,12.0,1000
equivalence_class_id,50,alex_pbe_source_coordinate,1000,CHGNet,1.0,4.0,12.0,1000
equivalence_class_id,50,alex_pbe_source_coordinate,1000,M3GNet,1.0,4.0,12.0,1000
equivalence_class_id,50,alex_pbe_source_coordinate,1000,MACE-MP,1.0,4.0,12.0,1000
equivalence_class_id,50,alexmp20_source_coordinate,100,ALIGNN-FF,0.0,1.0,5.0,1000
equivalence_class_id,50,alexmp20_source_coordinate,100,CHGNet,0.0,1.0,5.0,1000
equivalence_class_id,50,alexmp20_source_coordinate,100,M3GNet,0.0,1.0,5.0,1000
equivalence_class_id,50,alexmp20_source_coordinate,100,MACE-MP,0.0,1.0,5.0,1000
equivalence_class_id,50,alexmp20_source_coordinate,300,ALIGNN-FF,1.0,2.0,7.0,1000
equivalence_class_id,50,alexmp20_source_coordinate,300,CHGNet,1.0,2.0,7.0,1000
equivalence_class_id,50,alexmp20_source_coordinate,300,M3GNet,1.0,2.0,7.0,1000
equivalence_class_id,50,alexmp20_source_coordinate,300,MACE-MP,1.0,2.0,7.0,1000
equivalence_class_id,50,alexmp20_source_coordinate,500,ALIGNN-FF,1.0,2.0,6.0,1000
equivalence_class_id,50,alexmp20_source_coordinate,500,CHGNet,1.0,2.0,6.0,1000
equivalence_class_id,50,alexmp20_source_coordinate,500,M3GNet,1.0,2.0,6.0,1000
equivalence_class_id,50,alexmp20_source_coordinate,500,MACE-MP,1.0,2.0,6.0,1000
equivalence_class_id,50,alexmp20_source_coordinate,1000,ALIGNN-FF,1.0,3.0,14.0,1000
equivalence_class_id,50,alexmp20_source_coordinate,1000,CHGNet,1.0,3.0,14.0,1000
equivalence_class_id,50,alexmp20_source_coordinate,1000,M3GNet,1.0,3.0,14.0,1000
equivalence_class_id,50,alexmp20_source_coordinate,1000,MACE-MP,1.0,3.0,14.0,1000
equivalence_class_id,50,mp_matched_pool_coordinate,100,ALIGNN-FF,0.0,0.0,0.0,1000
equivalence_class_id,50,mp_matched_pool_coordinate,100,CHGNet,0.0,0.0,0.0,1000
equivalence_class_id,50,mp_matched_pool_coordinate,100,M3GNet,0.0,0.0,0.0,1000
equivalence_class_id,50,mp_matched_pool_coordinate,100,MACE-MP,0.0,0.0,0.0,1000
equivalence_class_id,50,mp_matched_pool_coordinate,300,ALIGNN-FF,0.0,0.0,0.0,1000
equivalence_class_id,50,mp_matched_pool_coordinate,300,CHGNet,0.0,0.0,0.0,1000
equivalence_class_id,50,mp_matched_pool_coordinate,300,M3GNet,0.0,0.0,0.0,1000
equivalence_class_id,50,mp_matched_pool_coordinate,300,MACE-MP,0.0,0.0,0.0,1000
equivalence_class_id,50,mp_matched_pool_coordinate,500,ALIGNN-FF,0.0,0.0,1.0,1000
equivalence_class_id,50,mp_matched_pool_coordinate,500,CHGNet,0.0,0.0,1.0,1000
equivalence_class_id,50,mp_matched_pool_coordinate,500,M3GNet,0.0,0.0,1.0,1000
equivalence_class_id,50,mp_matched_pool_coordinate,500,MACE-MP,0.0,0.0,1.0,1000
equivalence_class_id,50,mp_matched_pool_coordinate,1000,ALIGNN-FF,1.0,3.0,13.0,1000
equivalence_class_id,50,mp_matched_pool_coordinate,1000,CHGNet,1.0,3.0,13.0,1000
equivalence_class_id,50,mp_matched_pool_coordinate,1000,M3GNet,1.0,3.0,13.0,1000
equivalence_class_id,50,mp_matched_pool_coordinate,1000,MACE-MP,1.0,3.0,13.0,1000
equivalence_class_id,50,mp_source_coordinate,100,ALIGNN-FF,0.0,1.0,4.0,1000
equivalence_class_id,50,mp_source_coordinate,100,CHGNet,0.0,1.0,4.0,1000
equivalence_class_id,50,mp_source_coordinate,100,M3GNet,0.0,1.0,4.0,1000
equivalence_class_id,50,mp_source_coordinate,100,MACE-MP,0.0,1.0,4.0,1000
equivalence_class_id,50,mp_source_coordinate,300,ALIGNN-FF,1.0,2.0,6.0,1000
equivalence_class_id,50,mp_source_coordinate,300,CHGNet,1.0,2.0,6.0,1000
equivalence_class_id,50,mp_source_coordinate,300,M3GNet,1.0,2.0,6.0,1000
equivalence_class_id,50,mp_source_coordinate,300,MACE-MP,1.0,2.0,6.0,1000
equivalence_class_id,50,mp_source_coordinate,500,ALIGNN-FF,1.0,1.0,5.0,1000
equivalence_class_id,50,mp_source_coordinate,500,CHGNet,1.0,1.0,5.0,1000
equivalence_class_id,50,mp_source_coordinate,500,M3GNet,1.0,1.0,5.0,1000
equivalence_class_id,50,mp_source_coordinate,500,MACE-MP,1.0,1.0,5.0,1000
equivalence_class_id,50,mp_source_coordinate,1000,ALIGNN-FF,1.0,3.0,9.024999999999977,1000
equivalence_class_id,50,mp_source_coordinate,1000,CHGNet,1.0,3.0,9.024999999999977,1000
equivalence_class_id,50,mp_source_coordinate,1000,M3GNet,1.0,3.0,9.024999999999977,1000
equivalence_class_id,50,mp_source_coordinate,1000,MACE-MP,1.0,3.0,9.024999999999977,1000
reduced_formula,0,alex_pbe_matched_pool_coordinate,100,ALIGNN-FF,0.0,0.0,0.0,1000
reduced_formula,0,alex_pbe_matched_pool_coordinate,100,CHGNet,0.0,0.0,0.0,1000
reduced_formula,0,alex_pbe_matched_pool_coordinate,100,M3GNet,0.0,0.0,0.0,1000
reduced_formula,0,alex_pbe_matched_pool_coordinate,100,MACE-MP,0.0,0.0,0.0,1000
reduced_formula,0,alex_pbe_matched_pool_coordinate,300,ALIGNN-FF,0.0,0.0,0.0,1000
reduced_formula,0,alex_pbe_matched_pool_coordinate,300,CHGNet,0.0,0.0,0.0,1000
reduced_formula,0,alex_pbe_matched_pool_coordinate,300,M3GNet,0.0,0.0,0.0,1000
reduced_formula,0,alex_pbe_matched_pool_coordinate,300,MACE-MP,0.0,0.0,0.0,1000
reduced_formula,0,alex_pbe_matched_pool_coordinate,500,ALIGNN-FF,0.0,1.0,5.0,1000
reduced_formula,0,alex_pbe_matched_pool_coordinate,500,CHGNet,0.0,1.0,5.0,1000
reduced_formula,0,alex_pbe_matched_pool_coordinate,500,M3GNet,0.0,1.0,5.0,1000
reduced_formula,0,alex_pbe_matched_pool_coordinate,500,MACE-MP,0.0,1.0,5.0,1000
reduced_formula,0,alex_pbe_matched_pool_coordinate,1000,ALIGNN-FF,1.0,2.0,8.0,1000
reduced_formula,0,alex_pbe_matched_pool_coordinate,1000,CHGNet,1.0,2.0,8.0,1000
reduced_formula,0,alex_pbe_matched_pool_coordinate,1000,M3GNet,1.0,2.0,8.0,1000
reduced_formula,0,alex_pbe_matched_pool_coordinate,1000,MACE-MP,1.0,2.0,8.0,1000
reduced_formula,0,alex_pbe_source_coordinate,100,ALIGNN-FF,1.0,2.0,5.0,1000
reduced_formula,0,alex_pbe_source_coordinate,100,CHGNet,1.0,2.0,5.0,1000
reduced_formula,0,alex_pbe_source_coordinate,100,M3GNet,1.0,2.0,5.0,1000
reduced_formula,0,alex_pbe_source_coordinate,100,MACE-MP,1.0,2.0,5.0,1000
reduced_formula,0,alex_pbe_source_coordinate,300,ALIGNN-FF,1.0,5.0,11.0,1000
reduced_formula,0,alex_pbe_source_coordinate,300,CHGNet,1.0,5.0,11.0,1000
reduced_formula,0,alex_pbe_source_coordinate,300,M3GNet,1.0,5.0,11.0,1000
reduced_formula,0,alex_pbe_source_coordinate,300,MACE-MP,1.0,5.0,11.0,1000
reduced_formula,0,alex_pbe_source_coordinate,500,ALIGNN-FF,1.0,3.0,11.0,1000
reduced_formula,0,alex_pbe_source_coordinate,500,CHGNet,1.0,3.0,11.0,1000
reduced_formula,0,alex_pbe_source_coordinate,500,M3GNet,1.0,3.0,11.0,1000
reduced_formula,0,alex_pbe_source_coordinate,500,MACE-MP,1.0,3.0,11.0,1000
reduced_formula,0,alex_pbe_source_coordinate,1000,ALIGNN-FF,1.0,7.0,24.024999999999977,1000
reduced_formula,0,alex_pbe_source_coordinate,1000,CHGNet,1.0,7.0,24.024999999999977,1000
reduced_formula,0,alex_pbe_source_coordinate,1000,M3GNet,1.0,7.0,24.024999999999977,1000
reduced_formula,0,alex_pbe_source_coordinate,1000,MACE-MP,1.0,7.0,24.024999999999977,1000
reduced_formula,0,alexmp20_source_coordinate,100,ALIGNN-FF,1.0,1.0,4.0,1000
reduced_formula,0,alexmp20_source_coordinate,100,CHGNet,1.0,1.0,4.0,1000
reduced_formula,0,alexmp20_source_coordinate,100,M3GNet,1.0,1.0,4.0,1000
reduced_formula,0,alexmp20_source_coordinate,100,MACE-MP,1.0,1.0,4.0,1000
reduced_formula,0,alexmp20_source_coordinate,300,ALIGNN-FF,1.0,4.0,10.0,1000
reduced_formula,0,alexmp20_source_coordinate,300,CHGNet,1.0,4.0,10.0,1000
reduced_formula,0,alexmp20_source_coordinate,300,M3GNet,1.0,4.0,10.0,1000
reduced_formula,0,alexmp20_source_coordinate,300,MACE-MP,1.0,4.0,10.0,1000
reduced_formula,0,alexmp20_source_coordinate,500,ALIGNN-FF,1.0,3.0,10.0,1000
reduced_formula,0,alexmp20_source_coordinate,500,CHGNet,1.0,3.0,10.0,1000
reduced_formula,0,alexmp20_source_coordinate,500,M3GNet,1.0,3.0,10.0,1000
reduced_formula,0,alexmp20_source_coordinate,500,MACE-MP,1.0,3.0,10.0,1000
reduced_formula,0,alexmp20_source_coordinate,1000,ALIGNN-FF,1.0,8.0,26.024999999999977,1000
reduced_formula,0,alexmp20_source_coordinate,1000,CHGNet,1.0,8.0,26.024999999999977,1000
reduced_formula,0,alexmp20_source_coordinate,1000,M3GNet,1.0,8.0,26.024999999999977,1000
reduced_formula,0,alexmp20_source_coordinate,1000,MACE-MP,1.0,8.0,26.024999999999977,1000
reduced_formula,0,mp_matched_pool_coordinate,100,ALIGNN-FF,0.0,0.0,0.0,1000
reduced_formula,0,mp_matched_pool_coordinate,100,CHGNet,0.0,0.0,0.0,1000
reduced_formula,0,mp_matched_pool_coordinate,100,M3GNet,0.0,0.0,0.0,1000
reduced_formula,0,mp_matched_pool_coordinate,100,MACE-MP,0.0,0.0,0.0,1000
reduced_formula,0,mp_matched_pool_coordinate,300,ALIGNN-FF,0.0,1.0,3.0,1000
reduced_formula,0,mp_matched_pool_coordinate,300,CHGNet,0.0,1.0,3.0,1000
reduced_formula,0,mp_matched_pool_coordinate,300,M3GNet,0.0,1.0,3.0,1000
reduced_formula,0,mp_matched_pool_coordinate,300,MACE-MP,0.0,1.0,3.0,1000
reduced_formula,0,mp_matched_pool_coordinate,500,ALIGNN-FF,1.0,3.0,8.0,1000
reduced_formula,0,mp_matched_pool_coordinate,500,CHGNet,1.0,3.0,8.0,1000
reduced_formula,0,mp_matched_pool_coordinate,500,M3GNet,1.0,3.0,8.0,1000
reduced_formula,0,mp_matched_pool_coordinate,500,MACE-MP,1.0,3.0,8.0,1000
reduced_formula,0,mp_matched_pool_coordinate,1000,ALIGNN-FF,1.0,2.0,8.0,1000
reduced_formula,0,mp_matched_pool_coordinate,1000,CHGNet,1.0,2.0,8.0,1000
reduced_formula,0,mp_matched_pool_coordinate,1000,M3GNet,1.0,2.0,8.0,1000
reduced_formula,0,mp_matched_pool_coordinate,1000,MACE-MP,1.0,2.0,8.0,1000
reduced_formula,0,mp_source_coordinate,100,ALIGNN-FF,1.0,1.0,4.0,1000
reduced_formula,0,mp_source_coordinate,100,CHGNet,1.0,1.0,4.0,1000
reduced_formula,0,mp_source_coordinate,100,M3GNet,1.0,1.0,4.0,1000
reduced_formula,0,mp_source_coordinate,100,MACE-MP,1.0,1.0,4.0,1000
reduced_formula,0,mp_source_coordinate,300,ALIGNN-FF,1.0,3.0,9.0,1000
reduced_formula,0,mp_source_coordinate,300,CHGNet,1.0,3.0,9.0,1000
reduced_formula,0,mp_source_coordinate,300,M3GNet,1.0,3.0,9.0,1000
reduced_formula,0,mp_source_coordinate,300,MACE-MP,1.0,3.0,9.0,1000
reduced_formula,0,mp_source_coordinate,500,ALIGNN-FF,1.0,2.0,9.0,1000
reduced_formula,0,mp_source_coordinate,500,CHGNet,1.0,2.0,9.0,1000
reduced_formula,0,mp_source_coordinate,500,M3GNet,1.0,2.0,9.0,1000
reduced_formula,0,mp_source_coordinate,500,MACE-MP,1.0,2.0,9.0,1000
reduced_formula,0,mp_source_coordinate,1000,ALIGNN-FF,1.0,7.0,26.0,1000
reduced_formula,0,mp_source_coordinate,1000,CHGNet,1.0,7.0,26.0,1000
reduced_formula,0,mp_source_coordinate,1000,M3GNet,1.0,7.0,26.0,1000
reduced_formula,0,mp_source_coordinate,1000,MACE-MP,1.0,7.0,26.0,1000
reduced_formula,10,alex_pbe_matched_pool_coordinate,100,ALIGNN-FF,0.0,0.0,0.0,1000
reduced_formula,10,alex_pbe_matched_pool_coordinate,100,CHGNet,0.0,0.0,0.0,1000
reduced_formula,10,alex_pbe_matched_pool_coordinate,100,M3GNet,0.0,0.0,0.0,1000
reduced_formula,10,alex_pbe_matched_pool_coordinate,100,MACE-MP,0.0,0.0,0.0,1000
reduced_formula,10,alex_pbe_matched_pool_coordinate,300,ALIGNN-FF,0.0,0.0,0.0,1000
reduced_formula,10,alex_pbe_matched_pool_coordinate,300,CHGNet,0.0,0.0,0.0,1000
reduced_formula,10,alex_pbe_matched_pool_coordinate,300,M3GNet,0.0,0.0,0.0,1000
reduced_formula,10,alex_pbe_matched_pool_coordinate,300,MACE-MP,0.0,0.0,0.0,1000
reduced_formula,10,alex_pbe_matched_pool_coordinate,500,ALIGNN-FF,0.0,0.0,3.0,1000
reduced_formula,10,alex_pbe_matched_pool_coordinate,500,CHGNet,0.0,0.0,3.0,1000
reduced_formula,10,alex_pbe_matched_pool_coordinate,500,M3GNet,0.0,0.0,3.0,1000
reduced_formula,10,alex_pbe_matched_pool_coordinate,500,MACE-MP,0.0,0.0,3.0,1000
reduced_formula,10,alex_pbe_matched_pool_coordinate,1000,ALIGNN-FF,1.0,2.0,8.0,1000
reduced_formula,10,alex_pbe_matched_pool_coordinate,1000,CHGNet,1.0,2.0,8.0,1000
reduced_formula,10,alex_pbe_matched_pool_coordinate,1000,M3GNet,1.0,2.0,8.0,1000
reduced_formula,10,alex_pbe_matched_pool_coordinate,1000,MACE-MP,1.0,2.0,8.0,1000
reduced_formula,10,alex_pbe_source_coordinate,100,ALIGNN-FF,1.0,1.0,4.0,1000
reduced_formula,10,alex_pbe_source_coordinate,100,CHGNet,1.0,1.0,4.0,1000
reduced_formula,10,alex_pbe_source_coordinate,100,M3GNet,1.0,1.0,4.0,1000
reduced_formula,10,alex_pbe_source_coordinate,100,MACE-MP,1.0,1.0,4.0,1000
reduced_formula,10,alex_pbe_source_coordinate,300,ALIGNN-FF,1.0,4.0,10.0,1000
reduced_formula,10,alex_pbe_source_coordinate,300,CHGNet,1.0,4.0,10.0,1000
reduced_formula,10,alex_pbe_source_coordinate,300,M3GNet,1.0,4.0,10.0,1000
reduced_formula,10,alex_pbe_source_coordinate,300,MACE-MP,1.0,4.0,10.0,1000
reduced_formula,10,alex_pbe_source_coordinate,500,ALIGNN-FF,1.0,3.0,10.0,1000
reduced_formula,10,alex_pbe_source_coordinate,500,CHGNet,1.0,3.0,10.0,1000
reduced_formula,10,alex_pbe_source_coordinate,500,M3GNet,1.0,3.0,10.0,1000
reduced_formula,10,alex_pbe_source_coordinate,500,MACE-MP,1.0,3.0,10.0,1000
reduced_formula,10,alex_pbe_source_coordinate,1000,ALIGNN-FF,1.0,5.0,21.024999999999977,1000
reduced_formula,10,alex_pbe_source_coordinate,1000,CHGNet,1.0,5.0,21.024999999999977,1000
reduced_formula,10,alex_pbe_source_coordinate,1000,M3GNet,1.0,5.0,21.024999999999977,1000
reduced_formula,10,alex_pbe_source_coordinate,1000,MACE-MP,1.0,5.0,21.024999999999977,1000
reduced_formula,10,alexmp20_source_coordinate,100,ALIGNN-FF,1.0,1.0,4.0,1000
reduced_formula,10,alexmp20_source_coordinate,100,CHGNet,1.0,1.0,4.0,1000
reduced_formula,10,alexmp20_source_coordinate,100,M3GNet,1.0,1.0,4.0,1000
reduced_formula,10,alexmp20_source_coordinate,100,MACE-MP,1.0,1.0,4.0,1000
reduced_formula,10,alexmp20_source_coordinate,300,ALIGNN-FF,1.0,3.0,9.0,1000
reduced_formula,10,alexmp20_source_coordinate,300,CHGNet,1.0,3.0,9.0,1000
reduced_formula,10,alexmp20_source_coordinate,300,M3GNet,1.0,3.0,9.0,1000
reduced_formula,10,alexmp20_source_coordinate,300,MACE-MP,1.0,3.0,9.0,1000
reduced_formula,10,alexmp20_source_coordinate,500,ALIGNN-FF,1.0,3.0,9.024999999999977,1000
reduced_formula,10,alexmp20_source_coordinate,500,CHGNet,1.0,3.0,9.024999999999977,1000
reduced_formula,10,alexmp20_source_coordinate,500,M3GNet,1.0,3.0,9.024999999999977,1000
reduced_formula,10,alexmp20_source_coordinate,500,MACE-MP,1.0,3.0,9.024999999999977,1000
reduced_formula,10,alexmp20_source_coordinate,1000,ALIGNN-FF,1.0,6.0,26.0,1000
reduced_formula,10,alexmp20_source_coordinate,1000,CHGNet,1.0,6.0,26.0,1000
reduced_formula,10,alexmp20_source_coordinate,1000,M3GNet,1.0,6.0,26.0,1000
reduced_formula,10,alexmp20_source_coordinate,1000,MACE-MP,1.0,6.0,26.0,1000
reduced_formula,10,mp_matched_pool_coordinate,100,ALIGNN-FF,0.0,0.0,0.0,1000
reduced_formula,10,mp_matched_pool_coordinate,100,CHGNet,0.0,0.0,0.0,1000
reduced_formula,10,mp_matched_pool_coordinate,100,M3GNet,0.0,0.0,0.0,1000
reduced_formula,10,mp_matched_pool_coordinate,100,MACE-MP,0.0,0.0,0.0,1000
reduced_formula,10,mp_matched_pool_coordinate,300,ALIGNN-FF,0.0,1.0,3.0,1000
reduced_formula,10,mp_matched_pool_coordinate,300,CHGNet,0.0,1.0,3.0,1000
reduced_formula,10,mp_matched_pool_coordinate,300,M3GNet,0.0,1.0,3.0,1000
reduced_formula,10,mp_matched_pool_coordinate,300,MACE-MP,0.0,1.0,3.0,1000
reduced_formula,10,mp_matched_pool_coordinate,500,ALIGNN-FF,0.0,1.0,4.0,1000
reduced_formula,10,mp_matched_pool_coordinate,500,CHGNet,0.0,1.0,4.0,1000
reduced_formula,10,mp_matched_pool_coordinate,500,M3GNet,0.0,1.0,4.0,1000
reduced_formula,10,mp_matched_pool_coordinate,500,MACE-MP,0.0,1.0,4.0,1000
reduced_formula,10,mp_matched_pool_coordinate,1000,ALIGNN-FF,1.0,1.0,27.024999999999977,1000
reduced_formula,10,mp_matched_pool_coordinate,1000,CHGNet,1.0,1.0,27.024999999999977,1000
reduced_formula,10,mp_matched_pool_coordinate,1000,M3GNet,1.0,1.0,27.024999999999977,1000
reduced_formula,10,mp_matched_pool_coordinate,1000,MACE-MP,1.0,1.0,27.024999999999977,1000
reduced_formula,10,mp_source_coordinate,100,ALIGNN-FF,1.0,1.0,4.0,1000
reduced_formula,10,mp_source_coordinate,100,CHGNet,1.0,1.0,4.0,1000
reduced_formula,10,mp_source_coordinate,100,M3GNet,1.0,1.0,4.0,1000
reduced_formula,10,mp_source_coordinate,100,MACE-MP,1.0,1.0,4.0,1000
reduced_formula,10,mp_source_coordinate,300,ALIGNN-FF,1.0,2.0,6.024999999999977,1000
reduced_formula,10,mp_source_coordinate,300,CHGNet,1.0,2.0,6.024999999999977,1000
reduced_formula,10,mp_source_coordinate,300,M3GNet,1.0,2.0,6.024999999999977,1000
reduced_formula,10,mp_source_coordinate,300,MACE-MP,1.0,2.0,6.024999999999977,1000
reduced_formula,10,mp_source_coordinate,500,ALIGNN-FF,1.0,2.0,8.0,1000
reduced_formula,10,mp_source_coordinate,500,CHGNet,1.0,2.0,8.0,1000
reduced_formula,10,mp_source_coordinate,500,M3GNet,1.0,2.0,8.0,1000
reduced_formula,10,mp_source_coordinate,500,MACE-MP,1.0,2.0,8.0,1000
reduced_formula,10,mp_source_coordinate,1000,ALIGNN-FF,1.0,7.0,21.0,1000
reduced_formula,10,mp_source_coordinate,1000,CHGNet,1.0,7.0,21.0,1000
reduced_formula,10,mp_source_coordinate,1000,M3GNet,1.0,7.0,21.0,1000
reduced_formula,10,mp_source_coordinate,1000,MACE-MP,1.0,7.0,21.0,1000
reduced_formula,25,alex_pbe_matched_pool_coordinate,100,ALIGNN-FF,0.0,0.0,0.0,1000
reduced_formula,25,alex_pbe_matched_pool_coordinate,100,CHGNet,0.0,0.0,0.0,1000
reduced_formula,25,alex_pbe_matched_pool_coordinate,100,M3GNet,0.0,0.0,0.0,1000
reduced_formula,25,alex_pbe_matched_pool_coordinate,100,MACE-MP,0.0,0.0,0.0,1000
reduced_formula,25,alex_pbe_matched_pool_coordinate,300,ALIGNN-FF,0.0,0.0,0.0,1000
reduced_formula,25,alex_pbe_matched_pool_coordinate,300,CHGNet,0.0,0.0,0.0,1000
reduced_formula,25,alex_pbe_matched_pool_coordinate,300,M3GNet,0.0,0.0,0.0,1000
reduced_formula,25,alex_pbe_matched_pool_coordinate,300,MACE-MP,0.0,0.0,0.0,1000
reduced_formula,25,alex_pbe_matched_pool_coordinate,500,ALIGNN-FF,0.0,0.0,0.0,1000
reduced_formula,25,alex_pbe_matched_pool_coordinate,500,CHGNet,0.0,0.0,0.0,1000
reduced_formula,25,alex_pbe_matched_pool_coordinate,500,M3GNet,0.0,0.0,0.0,1000
reduced_formula,25,alex_pbe_matched_pool_coordinate,500,MACE-MP,0.0,0.0,0.0,1000
reduced_formula,25,alex_pbe_matched_pool_coordinate,1000,ALIGNN-FF,1.0,1.0,16.024999999999977,1000
reduced_formula,25,alex_pbe_matched_pool_coordinate,1000,CHGNet,1.0,1.0,16.024999999999977,1000
reduced_formula,25,alex_pbe_matched_pool_coordinate,1000,M3GNet,1.0,1.0,16.024999999999977,1000
reduced_formula,25,alex_pbe_matched_pool_coordinate,1000,MACE-MP,1.0,1.0,16.024999999999977,1000
reduced_formula,25,alex_pbe_source_coordinate,100,ALIGNN-FF,1.0,1.0,4.0,1000
reduced_formula,25,alex_pbe_source_coordinate,100,CHGNet,1.0,1.0,4.0,1000
reduced_formula,25,alex_pbe_source_coordinate,100,M3GNet,1.0,1.0,4.0,1000
reduced_formula,25,alex_pbe_source_coordinate,100,MACE-MP,1.0,1.0,4.0,1000
reduced_formula,25,alex_pbe_source_coordinate,300,ALIGNN-FF,1.0,3.0,8.0,1000
reduced_formula,25,alex_pbe_source_coordinate,300,CHGNet,1.0,3.0,8.0,1000
reduced_formula,25,alex_pbe_source_coordinate,300,M3GNet,1.0,3.0,8.0,1000
reduced_formula,25,alex_pbe_source_coordinate,300,MACE-MP,1.0,3.0,8.0,1000
reduced_formula,25,alex_pbe_source_coordinate,500,ALIGNN-FF,1.0,6.0,14.0,1000
reduced_formula,25,alex_pbe_source_coordinate,500,CHGNet,1.0,6.0,14.0,1000
reduced_formula,25,alex_pbe_source_coordinate,500,M3GNet,1.0,6.0,14.0,1000
reduced_formula,25,alex_pbe_source_coordinate,500,MACE-MP,1.0,6.0,14.0,1000
reduced_formula,25,alex_pbe_source_coordinate,1000,ALIGNN-FF,1.0,5.0,16.0,1000
reduced_formula,25,alex_pbe_source_coordinate,1000,CHGNet,1.0,5.0,16.0,1000
reduced_formula,25,alex_pbe_source_coordinate,1000,M3GNet,1.0,5.0,16.0,1000
reduced_formula,25,alex_pbe_source_coordinate,1000,MACE-MP,1.0,5.0,16.0,1000
reduced_formula,25,alexmp20_source_coordinate,100,ALIGNN-FF,0.0,2.0,5.0,1000
reduced_formula,25,alexmp20_source_coordinate,100,CHGNet,0.0,2.0,5.0,1000
reduced_formula,25,alexmp20_source_coordinate,100,M3GNet,0.0,2.0,5.0,1000
reduced_formula,25,alexmp20_source_coordinate,100,MACE-MP,0.0,2.0,5.0,1000
reduced_formula,25,alexmp20_source_coordinate,300,ALIGNN-FF,1.0,3.0,7.0,1000
reduced_formula,25,alexmp20_source_coordinate,300,CHGNet,1.0,3.0,7.0,1000
reduced_formula,25,alexmp20_source_coordinate,300,M3GNet,1.0,3.0,7.0,1000
reduced_formula,25,alexmp20_source_coordinate,300,MACE-MP,1.0,3.0,7.0,1000
reduced_formula,25,alexmp20_source_coordinate,500,ALIGNN-FF,1.0,3.0,9.0,1000
reduced_formula,25,alexmp20_source_coordinate,500,CHGNet,1.0,3.0,9.0,1000
reduced_formula,25,alexmp20_source_coordinate,500,M3GNet,1.0,3.0,9.0,1000
reduced_formula,25,alexmp20_source_coordinate,500,MACE-MP,1.0,3.0,9.0,1000
reduced_formula,25,alexmp20_source_coordinate,1000,ALIGNN-FF,1.0,4.0,18.0,1000
reduced_formula,25,alexmp20_source_coordinate,1000,CHGNet,1.0,4.0,18.0,1000
reduced_formula,25,alexmp20_source_coordinate,1000,M3GNet,1.0,4.0,18.0,1000
reduced_formula,25,alexmp20_source_coordinate,1000,MACE-MP,1.0,4.0,18.0,1000
reduced_formula,25,mp_matched_pool_coordinate,100,ALIGNN-FF,0.0,0.0,0.0,1000
reduced_formula,25,mp_matched_pool_coordinate,100,CHGNet,0.0,0.0,0.0,1000
reduced_formula,25,mp_matched_pool_coordinate,100,M3GNet,0.0,0.0,0.0,1000
reduced_formula,25,mp_matched_pool_coordinate,100,MACE-MP,0.0,0.0,0.0,1000
reduced_formula,25,mp_matched_pool_coordinate,300,ALIGNN-FF,0.0,1.0,3.0,1000
reduced_formula,25,mp_matched_pool_coordinate,300,CHGNet,0.0,1.0,3.0,1000
reduced_formula,25,mp_matched_pool_coordinate,300,M3GNet,0.0,1.0,3.0,1000
reduced_formula,25,mp_matched_pool_coordinate,300,MACE-MP,0.0,1.0,3.0,1000
reduced_formula,25,mp_matched_pool_coordinate,500,ALIGNN-FF,0.0,1.0,3.0,1000
reduced_formula,25,mp_matched_pool_coordinate,500,CHGNet,0.0,1.0,3.0,1000
reduced_formula,25,mp_matched_pool_coordinate,500,M3GNet,0.0,1.0,3.0,1000
reduced_formula,25,mp_matched_pool_coordinate,500,MACE-MP,0.0,1.0,3.0,1000
reduced_formula,25,mp_matched_pool_coordinate,1000,ALIGNN-FF,1.0,1.0,22.024999999999977,1000
reduced_formula,25,mp_matched_pool_coordinate,1000,CHGNet,1.0,1.0,22.024999999999977,1000
reduced_formula,25,mp_matched_pool_coordinate,1000,M3GNet,1.0,1.0,22.024999999999977,1000
